City ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
307,Atambua,89,ID,1600301158,48,-9.11,124.89,27.81,0.41
308,Stonehaven,75,GB,1600301158,87,56.96,-2.21,7.22,1.5
309,Srednekolymsk,99,RU,1600301159,78,67.45,153.68,5.17,3.35
310,Mitsamiouli,28,KM,1600301159,79,-11.38,43.28,24.43,3.24
311,Cockburn Town,4,TC,1600301159,75,21.46,-71.14,28.98,5.4
312,Spearfish,1,US,1600301159,59,44.49,-103.86,17.22,4.1
313,Acapulco de Juárez,90,MX,1600301135,83,16.86,-99.89,28.0,2.1
314,Brae,75,GB,1600301159,76,60.4,-1.35,10.0,3.1
315,Maracaçumé,23,BR,1600301159,79,-2.04,-45.96,24.7,2.24
316,Tāybād,0,IR,1600301160,36,34.74,60.78,16.66,5.34
317,Krasnosel'kup,93,RU,1600301160,74,65.7,82.47,10.72,8.21
318,Pevek,74,RU,1600301122,92,69.7,170.31,2.88,6.46
319,Bāfq,0,IR,1600301160,29,31.61,55.41,16.68,1.06
320,Yulara,85,AU,1600300886,26,-25.24,130.99,21.0,6.2
321,Natal,40,BR,1600300973,83,-5.79,-35.21,24.0,4.6
322,Westport,20,US,1600301130,60,41.14,-73.36,21.0,5.7
323,La Cruz,91,MX,1600301160,73,23.92,-106.9,30.08,2.77
324,Ibrā’,0,OM,1600301160,66,22.69,58.53,24.4,0.98
325,Tumaco,32,CO,1600301161,87,1.8,-78.82,24.33,5.07
326,Nouadhibou,0,MR,1600301161,74,20.93,-17.03,26.0,5.1
327,Antalaha,28,MG,1600301161,84,-14.9,50.28,19.23,2.8
328,Loukhi,100,RU,1600301161,89,66.08,33.04,6.59,5.09
329,Pacanga,78,PE,1600301161,75,-7.17,-79.5,17.54,3.96
330,Lüderitz,0,NA,1600301161,62,-26.65,15.16,13.4,6.77
331,Hwange,68,ZW,1600301161,32,-18.37,26.5,21.42,0.54
332,Beisfjord,92,NO,1600301162,93,68.38,17.6,2.0,4.1
333,Madanapalle,88,IN,1600301046,86,13.55,78.5,21.5,4.15
334,Lorengau,96,PG,1600301162,77,-2.02,147.27,29.33,5.97
335,Benidorm,91,ES,1600300953,53,38.54,-0.13,23.33,1.47
336,Upernavik,100,GL,1600301162,88,72.79,-56.15,-0.24,0.76
337,Arrondissement du Havre,9,FR,1600301162,88,49.58,0.33,18.0,7.2
338,Riyadh,0,SA,1600301119,21,24.69,46.72,29.0,1.08
339,Harper,92,LR,1600301162,89,4.38,-7.72,24.05,5.73
340,Malokaterynivka,0,UA,1600301162,62,47.65,35.25,15.0,2.0
341,Takoradze,92,GH,1600301162,89,4.88,-1.76,23.92,5.64
342,Port Blair,100,IN,1600301163,78,11.67,92.75,27.77,7.44
343,Hailey,5,US,1600301163,17,43.52,-114.32,28.0,4.1
344,Yakeshi,100,CN,1600301163,91,49.28,120.73,9.69,3.21
345,Mathbaria,96,BD,1600301163,91,22.29,89.96,26.89,0.55
346,Lyngseidet,40,NO,1600301163,80,69.58,20.22,5.0,4.1
347,Bollnäs,15,SE,1600301163,71,61.35,16.39,7.78,2.68
348,Wembley,75,AU,1600301163,71,-31.93,115.8,13.89,6.2
349,Centralina,0,BR,1600301164,33,-18.58,-49.2,26.07,3.32
350,Ifo,75,NG,1600301164,94,6.81,3.2,24.0,1.5
351,Bitung,40,ID,1600301135,78,1.45,125.18,26.0,0.5
352,Almaznyy,0,RU,1600301164,46,48.04,40.05,12.0,3.0
353,Kyabé,31,TD,1600301164,92,9.45,18.94,23.04,1.21
354,Beringovskiy,100,RU,1600301164,84,63.05,179.32,7.75,5.51
355,Danjiangkou,100,CN,1600301165,60,32.54,111.51,21.7,4.11
356,Yazd,0,IR,1600301165,25,31.9,54.37,19.0,0.81
357,Beli Potok,84,RS,1600301165,68,44.71,20.52,18.0,1.0
358,Nome,90,US,1600301165,87,64.5,-165.41,9.44,7.2
359,Klyuchi,98,RU,1600301165,42,52.27,79.17,12.04,4.8
360,Melito di Porto Salvo,90,IT,1600301165,69,37.92,15.77,23.0,8.2
361,Antsohihy,0,MG,1600301165,79,-14.88,47.99,17.4,1.72
362,Russell,90,US,1600301165,88,32.35,-85.2,21.0,5.1
363,Waingapu,70,ID,1600301166,66,-9.66,120.26,26.93,3.07
364,Ust-Tsilma,87,RU,1600301166,90,65.44,52.15,4.05,2.63
365,Wau,73,SS,1600301166,92,7.7,28.0,21.74,0.68
366,Dongsheng,3,CN,1600301165,45,39.82,109.98,11.31,5.0
367,Kidal,13,ML,1600301166,32,18.44,1.41,32.75,1.44
368,Pacific Grove,1,US,1600300970,69,36.62,-121.92,23.89,3.6
369,Uinskoye,100,RU,1600301166,91,56.88,56.58,9.19,6.83
370,Rawson,99,AR,1600301166,48,-43.3,-65.1,15.47,8.95
